job_id,title,location,formatted_experience_level,pay_period,currency,compensation_type,min_salary,med_salary,max_salary,annual_salary,salary_range
2147609840,Mover/Junk Hauler/Crew Member,"St Louis, MO",,HOURLY,USD,BASE_SALARY,20.0,,25.0,,5.0
2404832493,Sales and Design consultant,"San Diego, CA",,HOURLY,USD,BASE_SALARY,23.0,,26.0,,3.0
2558399667,"Validation Engineer, Labware LIMS","Foster City, CA",Mid-Senior level,HOURLY,USD,BASE_SALARY,60.0,,70.0,,10.0
3885828295,Medical Receptionist,"Roslyn, NY",Entry level,HOURLY,USD,BASE_SALARY,,24.0,,49920.0,
2748500131,Director of Public Works,"Germantown, TN",,YEARLY,USD,BASE_SALARY,131227.2,,154398.4,,23171.2
2796728000,Fire Sprinkler Designer,"Brentwood, CA",,HOURLY,USD,BASE_SALARY,28.0,,40.0,,12.0
2914254129,Director of Operations,"Muncie, IN",,YEARLY,USD,BASE_SALARY,55000.0,,60000.0,,5000.0
2920450495,Service Coordinator,"Omaha, NE",,YEARLY,USD,BASE_SALARY,55000.0,,75000.0,,20000.0
3885828374,"Retail Ambassador - The Village (Corte Madera, CA)","Corte Madera, CA",Mid-Senior level,HOURLY,USD,BASE_SALARY,,19.0,,39520.0,
2954591060,Social Media Coordinator,"Los Angeles, CA",,HOURLY,USD,BASE_SALARY,25.0,,28.0,,3.0
2957460032,Professional Window Cleaning Technician,"Omaha, NE",,HOURLY,USD,BASE_SALARY,25.0,,40.0,,15.0
2974397965,Marketing Coordinator,"Richardson, TX",,YEARLY,USD,BASE_SALARY,75000.0,,85000.0,,10000.0
2989631782,Administrative Assistant - CONCUR,"New York, NY",Associate,YEARLY,USD,BASE_SALARY,75000.0,,90000.0,,15000.0
3040487795,Digital Marketing Intern,"Redmond, WA",,HOURLY,USD,BASE_SALARY,,25.0,,52000.0,
3045980831,Project Engineer,"Kailua-Kona, HI",,YEARLY,USD,BASE_SALARY,60000.0,,90000.0,,30000.0
3075721793,Architect/Project Manager,"Las Cruces, NM",,YEARLY,USD,BASE_SALARY,50000.0,,60000.0,,10000.0
3177010992,Customer Service Representative,"Greater Orlando, FL",Entry level,YEARLY,USD,BASE_SALARY,75000.0,,105000.0,,30000.0
3184403524,Events & Communications Assistant,"Houston, TX",,MONTHLY,USD,BASE_SALARY,,4200.0,,50400.0,
3189117072,Client Service Associate / Practice Manager,"Redondo Beach, CA",,YEARLY,USD,BASE_SALARY,70000.0,,100000.0,,30000.0
3196627399,Marketing & Communications – Content Writer Internship,"Bellevue, WA",,HOURLY,USD,BASE_SALARY,,17.0,,35360.0,
3211657373,Heavy Equipment Operator,"La Salle, CO",,HOURLY,USD,BASE_SALARY,18.0,,35.0,,17.0
3260455681,Operations Specialist,"Castle Rock, WA",,YEARLY,USD,BASE_SALARY,72742.0,,109113.0,,36371.0
3273249702,CPA,"Palm Springs, CA",,YEARLY,USD,BASE_SALARY,120000.0,,150000.0,,30000.0
3277232283,HR & Administrative Assistant,United States,,YEARLY,USD,BASE_SALARY,55000.0,,72000.0,,17000.0
3297645846,Contract Administrator,"Broomfield, CO",,YEARLY,USD,BASE_SALARY,74400.0,,90000.0,,15600.0
3322949022,"Director, Investment Sales","Littleton, CO",,YEARLY,USD,BASE_SALARY,1.0,,40000.0,,39999.0
3363439517,Sanitation Supervisor,"Stanton, CA",,HOURLY,USD,BASE_SALARY,25.0,,27.0,,2.0
3422171886,Social Media Manager and Graphic Designer,"Grand Prairie, TX",,HOURLY,USD,BASE_SALARY,25.0,,30.0,,5.0
3438976411,Accounting Specialist,"Kalispell, MT",,YEARLY,USD,BASE_SALARY,45000.0,,50000.0,,5000.0
3447180215,Client Relationship Specialist,United States,,YEARLY,USD,BASE_SALARY,,45000.0,,45000.0,
3458210342,Clinical Trainee / Pre-Liscneded Therapist,Greater Minneapolis-St. Paul Area,,YEARLY,USD,BASE_SALARY,,14000.0,,14000.0,
3466187886,Owner,"Columbus, Ohio Metropolitan Area",,YEARLY,USD,BASE_SALARY,65000.0,,85000.0,,20000.0
3487703305,Leasing & Property Management Specialist (Part-Time with Growth Potential),"San Diego, CA",,HOURLY,USD,BASE_SALARY,20.0,,25.0,,5.0
3511440340,Assistant Director,"Kirkland, WA",,HOURLY,USD,BASE_SALARY,25.0,,30.0,,5.0
3514683108,Associate Brand Manager,"Waltham, MA",,YEARLY,USD,BASE_SALARY,75000.0,,90000.0,,15000.0
3527189387,Retail Salesperson,"Orlando, FL",,HOURLY,USD,BASE_SALARY,14.0,,16.0,,2.0
3530975184,Administrator of College & Career Development,"Rochester, NY",,YEARLY,USD,BASE_SALARY,60424.0,,84864.0,,24440.0
3537193915,Field Operations Specialist,"San Luis Obispo County, CA",,YEARLY,USD,BASE_SALARY,42000.0,,60000.0,,18000.0
3548616699,Mental Health Therapist,"Aliquippa, PA",,HOURLY,USD,BASE_SALARY,50.0,,60.0,,10.0
3550388220,Inbound Call Center Specialist,"Richmond, VA",Associate,HOURLY,USD,BASE_SALARY,18.0,,19.0,,1.0
3578562287,Swahili Instructor,"Baltimore, MD",,HOURLY,USD,BASE_SALARY,20.0,,25.0,,5.0
3885828638,Sales Advisor - Intel Computers,"Fairfax, VA",Mid-Senior level,HOURLY,USD,BASE_SALARY,,17.0,,35360.0,
3580545157,Industrial Business Development Manager,United States,,YEARLY,USD,BASE_SALARY,50000.0,,100000.0,,50000.0
3581219846,Private Fitness Instructor,"Washington, DC",,HOURLY,USD,BASE_SALARY,,40.0,,83200.0,
3582587683,Accounts Analyst,"Indiana, PA",,YEARLY,USD,BASE_SALARY,30000.0,,40000.0,,10000.0
3592392532,Drone-Car Engineer,"Trenton, NJ",,YEARLY,USD,BASE_SALARY,,60000.0,,60000.0,
3592869068,2L 2025 Summer Law Clerk,"San Francisco, CA",,HOURLY,USD,BASE_SALARY,,36.0,,74880.0,
3606129051,Primary Care Leader Needed,"Fresno, CA",,YEARLY,USD,BASE_SALARY,275000.0,,297000.0,,22000.0
3606634863,Child Custody Recommending Counselor,"Placerville, CA",,HOURLY,USD,BASE_SALARY,40.88,,49.69,,8.81
3609090859,Field Director,"Phoenix, AZ",,YEARLY,USD,BASE_SALARY,70000.0,,85000.0,,15000.0
3885828791,Associate Predictive Modeler II,"Greater Jackson, MI Area",Entry level,YEARLY,USD,BASE_SALARY,90000.0,,100000.0,,10000.0
3610032286,Sales Development Representative,"Oregon, United States",,YEARLY,USD,BASE_SALARY,1.0,,130813.0,,130812.0
3614817348,Tool and Die Maker,Cincinnati Metropolitan Area,Associate,HOURLY,USD,BASE_SALARY,32.0,,35.0,,3.0
3619548798,Senior Mechanical Engineer,"Redwood City, CA",Mid-Senior level,YEARLY,USD,BASE_SALARY,150000.0,,190000.0,,40000.0
3626110567,Mechanical Design Engineer,"Cedar Rapids, IA",,YEARLY,USD,BASE_SALARY,50000.0,,95000.0,,45000.0
3627141928,Quality Engineer,"New Albany, IN",Associate,HOURLY,USD,BASE_SALARY,28.0,,43.0,,15.0
3635916819,Medical Consultant,"Brooklyn, NY",,HOURLY,USD,BASE_SALARY,,300.0,,624000.0,
3636873993,Skilled Painter for Fabrication Shop,"Brookhaven, MS",,HOURLY,USD,BASE_SALARY,17.0,,20.0,,3.0
3644730777,Experienced Growth Consultants with OD/OCM experience,United States,,YEARLY,USD,BASE_SALARY,,200000.0,,200000.0,
3649948789,Project Assistant,"Bronx, NY",,YEARLY,USD,BASE_SALARY,60000.0,,85000.0,,25000.0
3651735073,Director of Finance,"Detroit, MI",,YEARLY,USD,BASE_SALARY,100000.0,,110000.0,,10000.0
3651779099,Car Salesperson,"Memphis, TN",,YEARLY,USD,BASE_SALARY,39500.0,,75000.0,,35500.0
3658924039,MEP Engineer,"Lakewood, CO",,YEARLY,USD,BASE_SALARY,70000.0,,100000.0,,30000.0
3659406780,School Counselor,"Syracuse, NY",,YEARLY,USD,BASE_SALARY,36000.0,,42000.0,,6000.0
3663813835,Accounts Payable Specialist,"Morristown, NJ",,YEARLY,USD,BASE_SALARY,45000.0,,50000.0,,5000.0
3678077169,Level 1 Designer,"Woodstock, GA",,HOURLY,USD,BASE_SALARY,15.0,,20.0,,5.0
3681437990,Quality Assurance Specialist,"Seattle, WA",Associate,YEARLY,USD,BASE_SALARY,60000.0,,72000.0,,12000.0
3684991720,Pediatric Occupational Therapy,"Aiken, SC",,HOURLY,USD,BASE_SALARY,44.0,,47.0,,3.0
3690117793,Request for Consultancy: Interim Managing Director,"Portland, OR",,MONTHLY,USD,BASE_SALARY,7000.0,,9000.0,,2000.0
3691793998,Team Lead,Louisville Metropolitan Area,,HOURLY,USD,BASE_SALARY,14.0,,16.0,,2.0
3885829177,Office Assistant,"Cedar Rapids, IA",Entry level,HOURLY,USD,BASE_SALARY,15.0,,18.0,,3.0
3698445650,Fitness Sales General Manager,"Decatur, GA",,YEARLY,USD,BASE_SALARY,50000.0,,75000.0,,25000.0
3699309082,Web Developer,Washington DC-Baltimore Area,,HOURLY,USD,BASE_SALARY,20.0,,40.0,,20.0
3700064749,Litigation Paralegal,"Oakland, CA",,HOURLY,USD,BASE_SALARY,40.0,,50.0,,10.0
3700617207,Office Manager,"Mill Valley, CA",,HOURLY,USD,BASE_SALARY,28.0,,30.0,,2.0
3701198910,Medical Assistant,"Westfield, NJ",,HOURLY,USD,BASE_SALARY,22.0,,24.0,,2.0
3704185899,Senior Project Engineer,"Atlanta, GA",,YEARLY,USD,BASE_SALARY,90000.0,,110000.0,,20000.0
3704190127,"Technical Designer, Womans Denim Bottoms ",New York City Metropolitan Area,Mid-Senior level,YEARLY,USD,BASE_SALARY,75000.0,,95000.0,,20000.0
3708944827,Clinical Pharmacist,"Culver City, CA",,HOURLY,USD,BASE_SALARY,62.0,,72.0,,10.0
3709767981,Sales & Design Consultant,"Nevada, United States",,YEARLY,USD,BASE_SALARY,50000.0,,80000.0,,30000.0
3885860174,Psych Travel RN - Job Id: JO03715812,"Charlottesville, VA",Mid-Senior level,MONTHLY,USD,BASE_SALARY,,2254.0,,27048.0,
3885860175,PMO Project Specialist,"Atlanta, GA",,YEARLY,USD,BASE_SALARY,54000.0,,123000.0,,69000.0
3715249215,Editor,"Savannah, GA",,YEARLY,USD,BASE_SALARY,50000.0,,65000.0,,15000.0
3715891138,Human Resources Manager,"Sevierville, TN",,YEARLY,USD,BASE_SALARY,45000.0,,65000.0,,20000.0
3720682554,Mortgage Loan Officer,"Independence, OH",,YEARLY,USD,BASE_SALARY,50000.0,,100000.0,,50000.0
3726732147,Shop Supervisor,"Olean, NY",,YEARLY,USD,BASE_SALARY,175000.0,,200000.0,,25000.0
3726764279,Senior Communications and Development Manager,Denver Metropolitan Area,,YEARLY,USD,BASE_SALARY,65000.0,,75000.0,,10000.0
3727712512,Sales Consultant (Outside Sales),"Houston, TX",,YEARLY,USD,BASE_SALARY,55000.0,,65000.0,,10000.0
3728459637,Principal Backend Engineer,United States,,YEARLY,USD,BASE_SALARY,200.0,,225.0,,25.0
3728879926,Sales and Marketing Assistant (Graduate),"Los Angeles, CA",,MONTHLY,USD,BASE_SALARY,2400.0,,5000.0,,2600.0
3885860381,"International Cooperative Programs Analyst, Senior","Washington, DC",,YEARLY,USD,BASE_SALARY,84600.0,,193000.0,,108400.0
3894904826,Ocean Rates Specialist ,"Virginia, United States",,YEARLY,USD,BASE_SALARY,40000.0,,51000.0,,11000.0
3736994600,Nurse Injector,"Norfolk, VA",,YEARLY,USD,BASE_SALARY,75000.0,,130000.0,,55000.0
3885860519,Ultrasound Travel Ultrasound-Sonographer - Job Id: JO03715810,"Indianapolis, IN",Entry level,MONTHLY,USD,BASE_SALARY,,2202.0,,26424.0,
3742627219,House Coordinator,"Iowa City, IA",,HOURLY,USD,BASE_SALARY,18.0,,25.0,,7.0
3745677818,Manager of Human Resources,"New York, NY",,YEARLY,USD,BASE_SALARY,81000.0,,94000.0,,13000.0
3885860566,CT Travel CT Technologist - Job Id: JO03715768,"Binghamton, NY",Mid-Senior level,MONTHLY,USD,BASE_SALARY,,2238.0,,26856.0,
3747072157,Project Manager,"Oxnard, CA",,YEARLY,USD,BASE_SALARY,98000.0,,134000.0,,36000.0
3748229910,People Manager or Workplace Counselor,"Denver, CO",,HOURLY,USD,BASE_SALARY,17.5,,20.0,,2.5
3755323506,Accounts Payable Specialist,"San Diego, CA",,HOURLY,USD,BASE_SALARY,25.0,,28.0,,3.0
3757672875,Care Coordinator,United States,,HOURLY,USD,BASE_SALARY,20.0,,30.0,,10.0
3761818635,Staff Accountant,"Twinsburg, OH",,YEARLY,USD,BASE_SALARY,50000.0,,70000.0,,20000.0
3761942097,Founding High School Science Teacher,"Brooklyn, NY",,YEARLY,USD,BASE_SALARY,70000.0,,105000.0,,35000.0
3762860888,Field Sales Representative,"Miami, FL",,HOURLY,USD,BASE_SALARY,15.0,,20.0,,5.0
3764329709,Research Technician,"Little Rock, AR",,YEARLY,USD,BASE_SALARY,,31200.0,,31200.0,
3765212611,Youth Coach,"Conroe, TX",,YEARLY,USD,BASE_SALARY,40000.0,,50000.0,,10000.0
3766290342,Clinical Manager - RN,"Houston, TX",,YEARLY,USD,BASE_SALARY,80000.0,,90000.0,,10000.0
3767035869,Records Specialist & Academic Scheduler,"Miami, FL",,YEARLY,USD,BASE_SALARY,45.0,,50.0,,5.0
3769036399,Community Association Manager- Portfolio,"Morehead City, NC",,YEARLY,USD,BASE_SALARY,43000.0,,55000.0,,12000.0
3769518300,Wellness Associate,"Malvern, PA",,HOURLY,USD,BASE_SALARY,20.0,,25.0,,5.0
3771168117,Digital Marketing Intern,United States,,HOURLY,USD,BASE_SALARY,10.0,,15.0,,5.0
3773070651,Veterinary Technician Manager,"Littleton, CO",,YEARLY,USD,BASE_SALARY,65000.0,,70000.0,,5000.0
3774870894,Product Support Specialist,San Francisco Bay Area,,YEARLY,USD,BASE_SALARY,70.0,,100000.0,,99930.0
3776631402,Creative Development Intern,"Manhattan, NY",,HOURLY,USD,BASE_SALARY,,18.0,,37440.0,
3778036844,Family Physician,"Poolesville, MD",,YEARLY,USD,BASE_SALARY,200000.0,,250000.0,,50000.0
3780415828,Technical Business Analyst,"Albany, NY",,YEARLY,USD,BASE_SALARY,60000.0,,80000.0,,20000.0
3784021865,Project Estimator,"Madison, WI",,YEARLY,USD,BASE_SALARY,60000.0,,80000.0,,20000.0
3785146504,Physical Therapist Tech,"Carlsbad, CA",,HOURLY,USD,BASE_SALARY,18.0,,20.0,,2.0
3787279047,Real Estate Sales Agent,"Austin, Texas Metropolitan Area",,YEARLY,USD,BASE_SALARY,80000.0,,400000.0,,320000.0
3787503302,Associate Director of Individual Giving,United States,,YEARLY,USD,BASE_SALARY,95000.0,,107000.0,,12000.0
3787839455,Building Maintenance Manager,"Elizabeth, NJ",,YEARLY,USD,BASE_SALARY,110000.0,,125000.0,,15000.0
3790001722,Financial Advisor,"Red Bank, NJ",,YEARLY,USD,BASE_SALARY,80000.0,,125000.0,,45000.0
3792233622,Receptionist/Data Entry,"Jupiter, FL",,HOURLY,USD,BASE_SALARY,,22.0,,45760.0,
3794063618,Entry-Level Ecologist,"Columbus, Ohio Metropolitan Area",,YEARLY,USD,BASE_SALARY,45000.0,,52000.0,,7000.0
3797460723,Assistant Landscape Architect,"Franklin, TN",,YEARLY,USD,BASE_SALARY,50000.0,,70000.0,,20000.0
3799458858,Program Associate,"Louisiana, United States",,YEARLY,USD,BASE_SALARY,50000.0,,60000.0,,10000.0
3801646969,Project Manager,"Metro Detroit, MI",,YEARLY,USD,BASE_SALARY,75000.0,,105000.0,,30000.0
3802026770,Hiring a Contract Lawyer with Probate Experience,"Phoenix, AZ",,HOURLY,USD,BASE_SALARY,125.0,,180.0,,55.0
3803052628,Flight Software Engineer,"Webster, TX",Mid-Senior level,YEARLY,USD,BASE_SALARY,140000.0,,170000.0,,30000.0
3803055615,Financial Services Representative,United States,,YEARLY,USD,BASE_SALARY,5.0,,250000.0,,249995.0
3804603307,Journeyman Electrician,San Diego Metropolitan Area,,HOURLY,USD,BASE_SALARY,42.0,,50.0,,8.0
3804822096,Investor Relations Associate,United States,,YEARLY,USD,BASE_SALARY,65000.0,,80000.0,,15000.0
3811513595,Videographer Intern,"Los Angeles, CA",,HOURLY,USD,BASE_SALARY,,20.0,,41600.0,
3813135937,Social Media Account Coordinator,"Denver, CO",,YEARLY,USD,BASE_SALARY,40000.0,,45000.0,,5000.0
3814546942,MultiMedia Art Director,"Raleigh, NC",,YEARLY,USD,BASE_SALARY,65000.0,,80000.0,,15000.0
3814723048,Generalist - Third-Party Logistics,"Argyle, TX",,YEARLY,USD,BASE_SALARY,50000.0,,75000.0,,25000.0
3814983923,Event Coordinator,"Canton, OH",,HOURLY,USD,BASE_SALARY,23.0,,26.0,,3.0
3815284050,Purchasing Coordinator,"Vancouver, WA",,HOURLY,USD,BASE_SALARY,20.0,,45.0,,25.0
3815847830,Staff Software Engineer (AHT),"Los Angeles, California, United States",Mid-Senior level,YEARLY,USD,BASE_SALARY,161000.0,,241400.0,,80400.0
3816172762,Accounting Manager,"Las Vegas, NV",,YEARLY,USD,BASE_SALARY,70000.0,,75000.0,,5000.0
3816179292,Investment Real Estate Sales Advisor,"Dallas, TX",,YEARLY,USD,BASE_SALARY,100000.0,,700000.0,,600000.0
3816415678,Marina Director,"Key Biscayne, FL",,YEARLY,USD,BASE_SALARY,,70000.0,,70000.0,
3816831972,Deputy City Manager - Chief Financial Officer,"Tempe, AZ",,YEARLY,USD,BASE_SALARY,205398.0,,274206.0,,68808.0
3817203807,Project Engineer,"Santa Rosa, CA",,YEARLY,USD,BASE_SALARY,80000.0,,90000.0,,10000.0
3817454364,Saxophone Repair Technician,"Windsor, CO",,YEARLY,USD,BASE_SALARY,40000.0,,60000.0,,20000.0
3818306840,Neighborhood Building Housing Leader,"Cedar Rapids, IA",,YEARLY,USD,BASE_SALARY,40000.0,,50000.0,,10000.0
3819767400,Branch Manager,"Orlando, FL",,YEARLY,USD,BASE_SALARY,75000.0,,90000.0,,15000.0
3821047961,Client Solutions Manager - South Bay,"San Jose, CA",,YEARLY,USD,BASE_SALARY,80000.0,,90000.0,,10000.0
3821190632,Writing/Reading Tutor,"Chaska, MN",,HOURLY,USD,BASE_SALARY,15.0,,17.0,,2.0
3822583239,Estimator - Commercial Construction,"Raleigh, NC",,YEARLY,USD,BASE_SALARY,80000.0,,100000.0,,20000.0
3824661875,Account Coordinator,"Boston, MA",,YEARLY,USD,BASE_SALARY,45000.0,,55000.0,,10000.0
3826177405,Police Officer,"Apex, NC",,YEARLY,USD,BASE_SALARY,60090.0,,73610.0,,13520.0
3826269982,Labor And Employment Attorney,"Palo Alto, CA",,YEARLY,USD,BASE_SALARY,420000.0,,435000.0,,15000.0
3827268681,Entry Level Financial Professional,"Austin, Texas Metropolitan Area",,YEARLY,USD,BASE_SALARY,40000.0,,85000.0,,45000.0
3828515870,Clinical Program Supervisor,"Palmdale, CA",,YEARLY,USD,BASE_SALARY,80000.0,,120000.0,,40000.0
3830396637,Electrical Engineering Intern,"Cudahy, WI",,HOURLY,USD,BASE_SALARY,18.0,,20.0,,2.0
3831143681,Medical Device Sales Specialist Intern,"Grand Rapids, MI",,HOURLY,USD,BASE_SALARY,18.0,,20.0,,2.0
3831190800,Senior Labor & Employment Attorney ,"White Plains, NY",Mid-Senior level,YEARLY,USD,BASE_SALARY,140000.0,,180000.0,,40000.0
3831214149,Pool Design and Sales Representative,"Spring, TX",,YEARLY,USD,BASE_SALARY,,52000.0,,52000.0,
3831919828,Sales Executive,United States,,YEARLY,USD,BASE_SALARY,200000.0,,400000.0,,200000.0
3832103385,Bilingual Counselor Advocate (Spanish-English),"Greenfield, MA",,HOURLY,USD,BASE_SALARY,,24.3,,50544.0,
3832947295,Resource Development Associate Director,Greater Asheville,,YEARLY,USD,BASE_SALARY,55000.0,,60000.0,,5000.0
3833894876,Technical Designer,"Los Angeles, CA",,YEARLY,USD,BASE_SALARY,70000.0,,120000.0,,50000.0
3835324900,Property Manager,"San Jose, CA",,YEARLY,USD,BASE_SALARY,75000.0,,85000.0,,10000.0
3835341304,Operations Manager,"New Bern, NC",,YEARLY,USD,BASE_SALARY,63457.0,,79321.0,,15864.0
3835806869,Head of Sales,United States,Director,YEARLY,USD,BASE_SALARY,150000.0,,200000.0,,50000.0
3836602983,Senior Accountant - Non Profit,"New York, NY",,YEARLY,USD,BASE_SALARY,75000.0,,85000.0,,10000.0
3836759104,Mid-Market Account Executive,"Salt Lake City, UT",,YEARLY,USD,BASE_SALARY,180000.0,,230000.0,,50000.0
3836793450,Music Therapist,Los Angeles Metropolitan Area,,HOURLY,USD,BASE_SALARY,28.0,,34.0,,6.0
3837546918,Pilot in Command Phenom 300,"Teterboro, NJ",,YEARLY,USD,BASE_SALARY,160000.0,,180000.0,,20000.0
3838732090,Print Traffic,"Brooklyn, NY",,MONTHLY,USD,BASE_SALARY,1000.0,,2000.0,,1000.0
3838774352,Journeyman Electrician,"Sparrows Point, MD",,HOURLY,USD,BASE_SALARY,25.0,,50.0,,25.0
3840554223,Instructional Coach - Elementary,"Dallas, TX",,YEARLY,USD,BASE_SALARY,,60000.0,,60000.0,
3840584142,Manager - Accounts and Publishers,"New York, United States",,YEARLY,USD,BASE_SALARY,70000.0,,80000.0,,10000.0
3840688146,Chief Development Officer,"Daytona Beach, FL",,YEARLY,USD,BASE_SALARY,85000.0,,110000.0,,25000.0
3841334821,Registered Client Service Associate,"New York, NY",,YEARLY,USD,BASE_SALARY,35000.0,,85000.0,,50000.0
3842528795,Human Resources Information System Specialist,United States,,HOURLY,USD,BASE_SALARY,45.0,,50.0,,5.0
3843103150,ABA Therapist/Special Education Paraprofessional - Various locations!,"Stirling, NJ",,HOURLY,USD,BASE_SALARY,25.0,,27.0,,2.0
3844025327,Account Executive,"Omaha, NE",,YEARLY,USD,BASE_SALARY,45000.0,,55000.0,,10000.0
3844070064,Stewardship Program Coordinator,"Chicago, IL",,HOURLY,USD,BASE_SALARY,,21.33,,44366.40,
3844216662,Construction Project Manager,"Ballston Spa, NY",,YEARLY,USD,BASE_SALARY,60000.0,,75000.0,,15000.0
3844838697,Insurance Agent,"Indianapolis, IN",,YEARLY,USD,BASE_SALARY,36000.0,,120000.0,,84000.0
3845186343,Administrative Assistant/Receptionist,"Richmond, VA",,HOURLY,USD,BASE_SALARY,17.0,,25.0,,8.0
3845412777,Construction Project Manager,"Renton, WA",,HOURLY,USD,BASE_SALARY,,35.0,,72800.0,
3845468619,Service Technician,"Clear Lake, IA",,HOURLY,USD,BASE_SALARY,18.0,,40.0,,22.0
3845924752,Executive Assistant,Washington DC-Baltimore Area,,YEARLY,USD,BASE_SALARY,65000.0,,70000.0,,5000.0
3846426461,Progressive Care Nurse,"Fort Myers, FL",,HOURLY,USD,BASE_SALARY,40.0,,47.0,,7.0
3846437219,Campaigns Director,"Chicago, IL",,YEARLY,USD,BASE_SALARY,85000.0,,95000.0,,10000.0
3847143087,Data Processor,"Cascades, VA",,YEARLY,USD,BASE_SALARY,55000.0,,65000.0,,10000.0
3848297827,UX/Content Strategist,"Columbia, South Carolina Metropolitan Area",,YEARLY,USD,BASE_SALARY,60000.0,,85000.0,,25000.0
3848811947,Senior Business Application Developer,"Catonsville, MD",,YEARLY,USD,BASE_SALARY,,71288.0,,71288.0,
3848960304,Senior Machine Learning Research Engineer,San Francisco Bay Area,,YEARLY,USD,BASE_SALARY,150000.0,,350000.0,,200000.0
3849949750,Inside Sales Representative Custom Soccer Apparel,"St Paul, MN",,YEARLY,USD,BASE_SALARY,35000.0,,40000.0,,5000.0
3851105711,Senior Transportation Planner,"Woodland, CA",,YEARLY,USD,BASE_SALARY,106008.0,,138948.0,,32940.0
3851131508,IT Support Specialist,"Honolulu, HI",,HOURLY,USD,BASE_SALARY,,20.0,,41600.0,
3853386067,Licensed Loan Partner,"Ellicott City, MD",,YEARLY,USD,BASE_SALARY,35000.0,,50000.0,,15000.0
3854391822,Accounting Supervisor,"Fontana, CA",,MONTHLY,USD,BASE_SALARY,5550.0,,7350.0,,1800.0
3854654152,Commercial Real Estate Attorney,"Miami, FL",,YEARLY,USD,BASE_SALARY,120.0,,180.0,,60.0
3854810848,Associate,"New York, NY",,YEARLY,USD,BASE_SALARY,140000.0,,170000.0,,30000.0
3855897428,Sr. Designer Healthcar & AP,"Concord, CA",,YEARLY,USD,BASE_SALARY,85000.0,,100000.0,,15000.0
3855969867,Bilingual Front Desk Receptionist,"Miami, FL",,MONTHLY,USD,BASE_SALARY,2500.0,,3000.0,,500.0
3857348297,Sales Account Executive,"Memphis, TN",,YEARLY,USD,BASE_SALARY,,100000.0,,100000.0,
3887493767,Nurse Practitioner - Spanish Required,"Joliet, IL",Mid-Senior level,YEARLY,USD,BASE_SALARY,105000.0,,148500.0,,43500.0
3857818755,Customer Service Representative,United States,,HOURLY,USD,BASE_SALARY,10.0,,15.0,,5.0
